Sample,Particle Id,Group,Score,PM80-1 (µg/m3),Particle # conc. (#particle/m3),CmNormPM10-PM2.5 (µg/m3),Mass deposition (µg/cm2/s),Number deposition (#particles/cm2/s),MassMicrogram (µg),dAero  (µm),VolumeMicron3,AreaMicron2,AspectRatio,CentroidShift,Circularity,Compactness,Convexity,Count,Dispersion,ECDMicron,EEAMicron,EEBMicron,Eccentricity,Entropy,FractalDimH,FractalDimR,Glitch,Grain12,Grain3,Grain6,GrayKurt,GrayMean,GraySkew,GrayStd,InertiaRatio,Irregularity,JumpRatio,LengthMicron,PerimeterMicron,Porosity,Roundness,ShapeFactor,Solidity,WidthMicron,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es
BO22_Car_p1_sec. analysis,13,Mineral,0.967,0.05894021432779658,75.7534559490534,0.006963336233199104,1.220404243389881e-14,4.2350467909614943e-05,0.0007780531408023911,13.466,288.168,52.741,1.338,1.105,0.64,0.41,0.702,93727,5.832,8.195,5.145,3.524,0.664,6.802,1.169,1.032,0.108,0.108,0.027,0.088,0.139,0.335,0.093,0.108,0.973,2.438,0.135,11.473,40.229,0,2.442,2.92,0.736,8.577,0,0,0,0,0,14.648,0.0,42.592,0.0,0,0.0,0.351,6.681,25.765,0.0,0.492,0.0,0,0.953,1.749,0,3.039,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,18,Mineral,0.485,0.09425399740888032,29.622814283674664,0.00011709110297386287,4.990774083275816e-14,4.2350467909614943e-05,0.0031818042845721227,21.534,1178.446,134.894,1.672,2.049,0.604,0.365,0.684,86342,7.245,13.105,9.105,5.304,0.801,6.477,1.179,1.038,0.093,0.084,0.02,0.074,0.031,0.317,0.144,0.087,1.058,2.778,0.076,20.073,68.188,0,2.743,3.37,0.782,12.007,0,0,0,0,0,26.821,0.0,39.936,0.0,0,0.845,1.176,8.109,13.766,0.262,0.487,0.256,0,2.038,2.094,0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.709,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,111,Mineral,0.729,0.03158102271059851,263.85995995011467,0.026342242541531585,1.8773582116576584e-15,4.2350467909614943e-05,0.0001196885753964687,7.215,44.329,15.144,1.46,0.156,0.643,0.413,0.71,107291,4.0,4.391,3.058,1.665,0.729,6.654,1.241,1.08,0.057,0.094,0.012,0.023,0.079,0.358,0.004,0.109,0.93,2.496,0.164,6.113,21.459,0,2.42,2.874,0.757,4.187,0,0,0,0,0,8.581,0.0,48.742,0.0,0,0.0,0.366,7.749,28.317,0.0,0.0,0.0,0,0.0,0.0,0,2.554,0.0,0.0,0.0,3.691,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,115,Mineral,0.405,0.0197570187624719,674.1911503766995,0.018786640985387505,4.596558731332083e-16,4.2350467909614943e-05,2.9304773210732308e-05,4.514,10.854,5.927,1.388,3.541,0.529,0.28,0.619,82458,2.923,2.747,1.937,1.247,0.694,6.694,1.223,1.108,0.059,0.24,0.015,0.12,-0.948,0.313,0.197,0.115,0.923,2.978,0.175,4.287,16.305,0,3.569,4.151,0.66,3.088,0,0,0,0,0,27.032,0.0,41.238,0.0,0,0.0,0.205,3.127,19.692,0.0,0.257,0.302,0,0.0,5.039,0,0.0,0.0,0.0,0.0,3.108,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,116,Mineral,0.983,0.08068947706449663,40.41960549177333,0.0006010998799349359,3.1312610757293233e-14,4.2350467909614943e-05,0.0019962955126051262,18.435,739.369,98.848,1.729,0.822,0.752,0.565,0.761,89410,6.688,11.219,7.937,4.134,0.816,6.735,1.115,1.027,0.102,0.086,0.022,0.072,-0.255,0.331,-0.13,0.102,0.986,2.333,0.1,16.054,46.897,0,1.771,2.16,0.848,9.287,0,0,0,0,0,17.614,0.0,45.464,0.0,0,0.0,0.288,6.055,13.93,0.0,0.541,0.498,0,0.648,12.728,0,0.0,0.0,0.0,0.0,2.233,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,166,Mineral,0.98,0.11104063075129364,21.343322760873026,1.4933019888645626e-05,8.160454298766554e-14,4.2350467909614943e-05,0.005202593429119452,25.369,1926.886,187.205,1.206,0.631,0.693,0.48,0.748,122589,7.717,15.439,8.722,7.676,0.559,6.8,1.118,1.027,0.111,0.068,0.028,0.068,0.107,0.351,0.016,0.107,1.001,2.136,0.055,21.441,69.981,0,2.082,2.563,0.772,17.777,0,0,0,0,0,0.0,0.0,48.055,0.0,0,0.202,0.29,7.071,29.188,0.0,3.533,0.0,0,0.87,4.08,0,0.0,0.0,0.0,0.0,6.712,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,236,Mineral,0.703,0.056804126023299255,81.55791367254167,0.008575174142264944,1.0924667392576497e-14,4.2350467909614943e-05,0.0006964882188057204,12.978,257.959,48.989,1.491,3.719,0.667,0.445,0.747,102726,5.778,7.898,5.579,3.131,0.742,6.762,1.156,1.023,0.065,0.058,0.016,0.051,-0.788,0.357,-0.006,0.107,1.013,2.773,0.083,11.52,37.204,0,2.248,3.111,0.761,7.727,0,0,0,0,0,21.924,0.0,36.445,0.0,0,0.778,3.297,5.031,14.998,0.0,0.567,0.193,0,0.69,5.559,0,0.296,0.0,0.0,0.0,10.223,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,252,Mineral,0.941,0.050791433018047526,102.01051496036374,0.014366555043336808,7.809801128507729e-15,4.2350467909614943e-05,0.0004979038978264405,11.604,184.409,39.173,1.636,3.185,0.708,0.502,0.739,93231,5.363,7.062,4.733,2.768,0.791,6.935,1.142,1.045,0.091,0.036,0.009,0.063,-0.615,0.429,-0.601,0.139,0.94,2.071,0.088,10.053,31.321,0,1.993,2.499,0.84,6.146,0,0,0,0,0,0.0,0.0,50.623,0.0,0,0.0,0.0,2.067,2.688,0.0,18.928,0.0,0,0.688,25.006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,254,Mineral,0.697,0.08376774573225708,37.503535877167884,0.00041604748957233223,3.503475313895043e-14,4.2350467909614943e-05,0.0022335959469692245,19.138,827.258,106.536,1.262,0.49,0.74,0.547,0.795,37657,6.808,11.647,6.754,5.282,0.61,6.666,1.119,1.034,0.468,0.053,0.017,0.063,5.148,0.34,1.448,0.11,0.943,1.784,0.135,15.365,49.474,0,1.828,2.251,0.805,12.173,0,0,0,0,0,21.792,0.0,41.721,0.0,0,0.0,0.0,6.77,19.706,0.0,1.14,0.0,0,0.0,3.198,0,0.0,0.0,0.0,0.0,5.673,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,271,Mineral,0.661,0.08651517244039841,35.15938878349754,0.00029902514944518205,3.8596276587147565e-14,4.2350467909614943e-05,0.002460656326341068,19.766,911.354,113.653,1.171,0.293,0.685,0.469,0.752,90917,6.903,12.029,6.831,5.576,0.52,6.669,1.147,1.034,0.136,0.075,0.025,0.069,-0.062,0.346,0.018,0.097,0.953,1.752,0.084,14.773,55.189,0,2.133,2.665,0.827,12.621,0,0,0,0,0,14.281,0.0,44.919,0.0,0,0.334,1.144,3.787,18.153,0.251,0.748,0.517,0,0.995,10.69,0,0.0,0.0,0.0,0.0,4.181,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,278,Mineral,0.584,0.07045495296584445,53.01549411655309,0.001994325498027638,2.0845060726709953e-14,4.2350467909614943e-05,0.0013289502274740888,16.096,492.204,75.366,1.389,0.297,0.643,0.414,0.667,75771,6.3,9.796,5.689,4.41,0.694,6.998,1.194,1.06,0.043,0.094,0.015,0.066,-0.702,0.345,-0.221,0.127,1.026,1.873,0.08,13.587,47.849,0,2.418,2.987,0.796,9.779,0,0,0,0,0,24.747,0.0,37.073,0.0,0,0.453,5.41,1.244,2.313,2.986,1.195,1.158,0,0.697,19.222,0,0.0,0.0,0.0,0.0,3.502,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,298,Mineral,0.933,0.07107348358600192,52.09675433485834,0.001857655956211836,2.13988967846563e-14,4.2350467909614943e-05,0.0013642593380994198,16.238,505.281,76.703,1.492,1.234,0.81,0.656,0.842,101851,6.284,9.882,6.105,4.064,0.742,6.752,1.147,1.029,0.042,0.111,0.029,0.088,0.155,0.336,0.382,0.104,0.995,1.775,0.079,13.468,38.324,0,1.524,1.927,0.89,9.027,0,0,0,0,0,19.689,0.0,41.676,0.0,0,0.413,0.279,5.699,16.465,0.0,0.974,0.298,0,0.638,6.723,0,1.001,0.0,0.0,0.0,6.146,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,302,Mineral,0.583,0.02243252330547865,522.9613786678618,0.021128803509733788,6.728263006090477e-16,4.2350467909614943e-05,4.289518159566765e-05,5.125,15.887,7.641,1.725,0.787,0.751,0.563,0.828,89543,3.025,3.119,2.271,1.141,0.815,6.779,1.164,1.045,0.032,0.186,0.058,0.093,-0.695,0.337,0.171,0.114,0.889,2.327,0.14,4.722,13.055,0,1.775,2.246,0.764,2.737,0,0,0,0,0,15.092,0.0,43.875,0.0,0,0.824,0.525,5.933,23.212,0.0,0.384,0.0,0,2.027,1.316,0,1.99,0.0,0.0,0.0,4.821,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,323,Mineral,0.947,0.03888831468827286,174.01537720140664,0.025523077554828195,3.505306063030939e-15,4.2350467909614943e-05,0.00022347631177021355,8.885,82.769,22.961,1.611,1.327,0.619,0.383,0.69,83552,4.706,5.407,4.19,1.983,0.784,6.743,1.117,1.042,0.084,0.124,0.046,0.077,-0.635,0.369,-0.258,0.107,1.0,3.097,0.114,8.35,27.455,0,2.612,3.38,0.71,5.182,0,0,0,0,0,16.222,0.0,47.876,0.0,0,0.0,3.759,0.0,0.0,0.0,0.0,0.0,0,0.0,32.143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,328,Mineral,0.673,0.023043861709122666,495.5818032218355,0.021616940390284847,7.293472630300346e-16,4.2350467909614943e-05,4.649860337750864e-05,5.265,17.222,8.062,1.053,1.902,0.798,0.637,0.862,97692,3.122,3.204,1.867,1.484,0.313,6.716,1.115,1.039,0.097,0.176,0.022,0.132,-0.778,0.351,-0.172,0.112,0.866,2.009,0.232,4.032,12.607,0,1.569,1.978,0.805,3.829,0,0,0,0,0,0.0,0.0,49.452,0.0,0,0.0,0.0,4.211,32.461,0.0,0.299,0.0,0,0.43,6.995,0,0.0,0.0,0.0,0.0,3.684,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.467,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,329,Mineral,0.984,0.10572558274784744,23.5432111086257,2.8751289511158654e-05,7.043829572731649e-14,4.2350467909614943e-05,0.004490703594341554,24.155,1663.224,169.712,1.283,0.392,0.728,0.53,0.741,92019,7.443,14.7,8.824,6.276,0.627,6.861,1.108,1.043,0.062,0.084,0.02,0.065,-0.207,0.323,-0.105,0.111,1.018,1.845,0.056,17.949,63.426,0,1.886,3.745,0.861,13.988,0,0,0,0,0,15.575,0.0,40.121,0.0,0,0.393,0.672,9.255,22.82,0.314,0.0,0.321,0,1.383,4.971,0,0.518,0.0,0.0,0.0,3.657,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,343,Mineral,0.802,0.032350589877538624,251.45568814947475,0.026512241553363326,2.0179722445974134e-15,4.2350467909614943e-05,0.0001286532435023232,7.391,47.649,15.891,1.992,0.892,0.708,0.502,0.787,106565,4.059,4.498,3.604,1.472,0.865,6.722,1.185,1.057,0.054,0.179,0.034,0.045,-0.447,0.343,0.008,0.105,0.966,2.984,0.188,6.992,19.947,0,1.992,2.572,0.805,3.511,0,0,0,0,0,12.086,0.0,45.783,0.0,0,0.303,0.282,3.822,26.291,0.276,0.405,0.0,0,0.391,2.937,0,0.0,0.0,0.0,0.0,4.143,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.045,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.235,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,402,Mineral,0.981,0.08323552171026112,37.984678957572754,0.00044345107305331815,3.4371199982320896e-14,4.2350467909614943e-05,0.0021912919628261597,19.016,811.59,105.19,1.27,0.542,0.53,0.281,0.64,101778,6.966,11.573,7.2,5.526,0.617,6.692,1.146,1.055,0.159,0.081,0.021,0.064,0.191,0.343,-0.453,0.105,0.984,2.67,0.069,17.15,68.636,0,3.564,4.279,0.676,13.5,0,0,0,0,0,0.0,0.0,46.607,0.0,0,0.0,0.304,14.887,23.997,0.0,0.0,0.0,0,1.417,1.071,0,0.0,0.0,0.0,0.0,6.148,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.67,1.049,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,488,Mineral,0.476,0.040377103506558876,161.41933350700452,0.024652465878364938,3.923503643140512e-15,4.2350467909614943e-05,0.00025013796445149354,9.225,92.644,24.757,1.444,0.043,0.631,0.398,0.711,90633,4.728,5.614,3.573,2.361,0.721,6.505,1.166,1.064,0.077,0.115,0.018,0.029,-0.508,0.351,-0.462,0.094,0.884,2.14,0.104,7.921,27.959,0,2.513,3.092,0.753,5.485,0,0,0,0,0,0.0,0.0,46.375,0.0,0,0.0,0.315,17.877,28.314,0.442,0.0,0.0,0,6.677,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,492,Mineral,0.911,0.11496758096764226,19.91017536268578,9.189165153096568e-06,9.057216668293422e-14,4.2350467909614943e-05,0.005774312826149499,26.266,2138.634,200.685,1.303,0.563,0.798,0.637,0.787,99185,7.673,15.985,9.707,6.694,0.641,6.728,1.105,1.024,0.112,0.078,0.03,0.081,0.004,0.345,0.018,0.102,0.965,1.718,0.05,21.007,62.921,0,1.57,2.091,0.872,16.123,0,0,0,0,0,12.211,0.0,41.47,0.0,0,0.0,0.344,4.242,31.083,0.0,0.194,0.0,0,0.511,2.868,0,0.379,0.0,0.0,0.0,6.698,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,493,Mineral,0.386,0.019354254637718192,702.543096980152,0.01840002858281363,4.3211359346967476e-16,4.2350467909614943e-05,2.754885034229435e-05,4.422,10.203,5.688,1.364,1.25,0.683,0.466,0.801,80166,2.704,2.691,1.861,1.115,0.68,6.509,1.155,1.053,0.046,0.0,0.078,0.187,-0.762,0.307,0.153,0.095,0.93,3.181,0.192,4.01,12.383,0,2.145,2.759,0.662,2.941,0,0,0,0,0,21.516,0.0,47.957,0.0,0,8.258,1.603,1.732,12.749,0.0,1.97,0.42,0,0.651,3.144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,618,Mineral,0.975,0.07753928623160158,43.77057726503862,0.0008735069894325274,2.778650813427702e-14,4.2350467909614943e-05,0.0017714933427102739,17.715,656.109,91.282,1.626,2.253,0.779,0.607,0.814,93984,6.605,10.781,7.883,3.931,0.788,6.901,1.168,1.013,0.079,0.078,0.011,0.062,0.248,0.378,0.284,0.116,0.96,2.252,0.098,15.674,43.479,0,1.648,2.028,0.787,9.641,0,0,0,0,0,21.021,0.0,45.355,0.0,0,0.303,0.453,4.791,18.904,0.0,0.801,0.532,0,0.759,7.082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,666,Mineral,0.708,0.03325680915823445,237.93849789943025,0.02664163944395306,2.192352134357168e-15,4.2350467909614943e-05,0.00013977061069071365,7.598,51.767,16.792,1.434,0.887,0.769,0.592,0.792,113806,4.136,4.624,2.847,1.965,0.717,6.714,1.17,1.027,0.063,0.085,0.037,0.127,-0.487,0.347,-0.087,0.103,0.917,1.765,0.179,5.792,18.882,0,1.69,2.111,0.847,4.038,0,0,0,0,0,0.0,0.0,48.654,0.0,0,0.37,0.461,2.942,39.729,0.286,0.0,0.0,0,0.855,0.0,0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.609,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,716,Mineral,0.732,0.03794613432500973,182.7640581257615,0.025951521775026794,3.256650821354576e-15,4.2350467909614943e-05,0.0002076236143700567,8.669,76.898,21.865,1.552,1.903,0.759,0.575,0.823,87877,4.494,5.276,3.443,2.083,0.765,6.567,1.114,1.042,0.063,0.13,0.004,0.065,-0.974,0.335,-0.251,0.101,0.904,2.096,0.145,7.089,21.852,0,1.738,2.185,0.835,4.568,0,0,0,0,0,7.844,0.0,42.589,0.0,0,0.0,15.527,7.247,15.955,0.0,0.0,0.0,0,0.0,0.397,0,0.0,0.0,0.0,0.0,8.932,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,757,Mineral,0.424,0.021173885415623324,586.98196133797,0.02007113735838507,5.658095225076941e-16,4.2350467909614943e-05,3.607246356831725e-05,4.837,13.36,6.806,1.216,5.396,0.625,0.391,0.659,86196,2.909,2.944,1.798,1.33,0.569,7.099,1.193,1.09,0.121,0.0,0.013,0.157,1.425,0.338,1.119,0.163,0.93,2.864,0.2,3.947,14.792,0,2.558,3.442,0.748,3.245,0,0,0,0,0,13.86,0.0,39.464,0.0,0,0.0,0.0,2.962,21.868,0.0,0.463,0.0,0,0.0,1.663,0,1.281,0.0,0.0,0.0,16.604,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.835,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO22_Car_p1_sec. analysis,786,Mineral,0.737,0.027783532391492154,340.918799216347,0.024798123823157426,1.2782946160290547e-15,4.2350467909614943e-05,8.149604086180279e-05,6.348,30.184,11.722,1.462,2.613,0.518,0.269,0.624,94824,3.698,3.863,2.666,1.549,0.73,6.912,1.269,1.118,0.029,0.121,0.053,0.121,-0.715,0.335,-0.347,0.129,0.983,2.963,0.429,5.415,23.42,0,3.724,4.819,0.701,3.703,0,0,0,0,0,0.0,0.0,53.653,0.0,0,0.0,0.0,3.999,40.203,0.91,0.0,0.0,0,0.557,0.678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
